ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA,AGE_GROUP,INJ_LEVEL,ROAD_USER_TYPE_DESC
T20190016186,8/7/2019,18:30:00,1,Collision with vehicle,3,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,2,652953,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Highway,30-39,Other injury,Bicyclists
T20190016204,8/25/2019,11:15:00,1,Collision with vehicle,1,Sunday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,581240,2,0,0,1,2,3,2,5,Not at intersection,3,60,Local Road,45424,Other injury,Bicyclists
T20190016270,8/6/2019,8:00:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,35995,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20190016303,8/27/2019,6:30:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,250261,2,0,0,1,1,2,1,1,Cross intersection,3,40,Local Road,50-59,Other injury,Bicyclists
T20190016309,8/23/2019,15:30:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,9,29422,2,0,0,1,1,2,2,1,Cross intersection,3,999,Local Road,18-21,Other injury,Bicyclists
T20190016319,8/27/2019,7:55:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,43819,2,0,1,0,1,2,1,1,Cross intersection,2,40,Local Road,40-49,Serious injury,Bicyclists
T20190016387,8/28/2019,8:40:00,1,Collision with vehicle,4,Wednesday,143,ENTERING PARKING,1,582565,2,0,0,1,1,2,1,5,Not at intersection,3,40,Local Road,40-49,Other injury,Bicyclists
T20190016389,8/28/2019,15:07:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,44700,2,0,0,1,1,2,1,1,Cross intersection,3,50,Uknown,40-49,Other injury,Bicyclists
T20190016397,8/24/2019,11:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,585884,2,0,1,0,1,2,1,5,Not at intersection,2,100,Uknown,26-29,Serious injury,Bicyclists
T20190016414,8/26/2019,15:30:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,41817,2,0,0,1,1,2,2,1,Cross intersection,3,999,Local Road,60-64,Other injury,Bicyclists
T20190016463,8/27/2019,15:30:00,1,Collision with vehicle,2,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,581131,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road,30-39,Other injury,Bicyclists
T20190016502,8/27/2019,8:30:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,1,36379,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20190016510,8/29/2019,17:45:00,1,Collision with vehicle,5,Thursday,116,LEFT NEAR (INTERSECTIONS ONLY),2,52612,2,0,0,1,1,2,1,2,T intersection,3,50,Arterial Highway,40-49,Other injury,Bicyclists
T20190016566,8/22/2019,16:30:00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,582279,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,18-21,Other injury,Bicyclists
T20190016598,8/30/2019,18:10:00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,2,55642,2,0,0,1,1,2,2,2,T intersection,3,60,Local Road,13-15,Other injury,Bicyclists
T20190016615,8/30/2019,17:57:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,2,582839,2,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road,65-69,Serious injury,Bicyclists
T20190016618,8/30/2019,16:25:00,1,Collision with vehicle,5,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,579945,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,45424,Other injury,Bicyclists
T20190016658,8/28/2019,10:29:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,655658,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Other,26-29,Other injury,Bicyclists
T20190016674,8/31/2019,10:50:00,1,Collision with vehicle,6,Saturday,121,RIGHT THROUGH,1,8477,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,70+,Serious injury,Bicyclists
T20190016685,8/31/2019,15:20:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,581653,2,0,1,0,1,2,1,5,Not at intersection,2,40,Local Road,22-25,Serious injury,Bicyclists
T20190016694,8/31/2019,15:29:00,1,Collision with vehicle,7,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,624467,2,0,1,0,1,2,1,5,Not at intersection,2,999,Arterial Other,50-59,Serious injury,Bicyclists
T20190016796,9/2/2019,7:44:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,352088,2,0,1,0,1,2,1,1,Cross intersection,2,50,Local Road,50-59,Serious injury,Bicyclists
T20190016827,9/2/2019,9:02:00,1,Collision with vehicle,1,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,602436,2,0,0,1,0,1,2,5,Not at intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20190016828,8/27/2019,16:00:00,1,Collision with vehicle,3,Tuesday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,599027,2,0,0,1,0,1,2,5,Not at intersection,3,40,Arterial Other,26-29,Other injury,Bicyclists
T20190016863,9/2/2019,8:35:00,1,Collision with vehicle,2,Monday,143,ENTERING PARKING,1,597015,2,0,0,1,1,2,2,5,Not at intersection,3,40,Arterial Other,45424,Other injury,Bicyclists
T20190016878,9/3/2019,8:39:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,36127,2,0,1,0,1,2,1,1,Cross intersection,2,40,Arterial Other,26-29,Serious injury,Bicyclists
T20190016906,9/3/2019,13:23:00,1,Collision with vehicle,3,Tuesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,94292,2,0,0,1,1,2,1,5,Not at intersection,3,999,Arterial Other,16-17,Other injury,Bicyclists
T20190016920,8/8/2018,10:00:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,36545,2,0,0,1,0,1,2,1,Cross intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20190016971,9/4/2019,10:30:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,589223,2,0,0,1,1,2,1,5,Not at intersection,3,50,Uknown,22-25,Other injury,Bicyclists
T20190016997,9/4/2019,16:05:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,38598,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other,45424,Serious injury,Bicyclists
T20190016998,9/4/2019,15:30:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,592758,2,0,1,0,2,3,1,2,T intersection,2,80,Arterial Other,45424,Serious injury,Bicyclists
T20190017010,8/24/2019,10:45:00,7,Fall from or in moving vehicle,7,Saturday,190,FELL IN/FROM VEHICLE,1,582847,1,0,1,0,0,1,2,2,T intersection,2,60,Local Road,40-49,Serious injury,Bicyclists
T20190017022,9/3/2019,7:58:00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH,1,45640,2,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Other,30-39,Other injury,Bicyclists
T20190017043,9/4/2019,6:15:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,41831,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,40-49,Other injury,Bicyclists
T20190017052,9/5/2019,9:00:00,8,No collision and no object struck,5,Thursday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,1,583117,2,0,1,0,1,2,1,2,T intersection,2,50,Local Road,40-49,Serious injury,Bicyclists
T20190017054,9/5/2019,6:30:00,1,Collision with vehicle,5,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,661278,2,0,0,1,1,2,2,5,Not at intersection,3,50,Arterial Other,50-59,Other injury,Bicyclists
T20190017086,9/5/2019,9:54:00,8,No collision and no object struck,5,Thursday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,597079,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other,40-49,Serious injury,Bicyclists
T20190017090,9/5/2019,7:48:00,1,Collision with vehicle,5,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,583714,2,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,40-49,Serious injury,Bicyclists
T20190017099,9/5/2019,8:10:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE,1,36619,2,0,0,1,1,2,2,1,Cross intersection,3,30,Local Road,40-49,Other injury,Bicyclists
T20190017108,9/5/2019,16:35:00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,46911,2,0,1,0,0,1,1,2,T intersection,2,60,Arterial Other,30-39,Serious injury,Bicyclists
T20190017127,9/3/2019,23:15:00,6,Vehicle overturned (no collision),3,Tuesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,582852,1,0,0,1,0,1,1,5,Not at intersection,3,40,Arterial Other,30-39,Other injury,Bicyclists
T20190017151,9/6/2019,10:55:00,1,Collision with vehicle,5,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,583550,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,26-29,Serious injury,Bicyclists
T20190017153,9/4/2019,21:30:00,1,Collision with vehicle,4,Wednesday,119,OTHER ADJACENT (INTERSECTIONS ONLY),6,37168,2,0,0,1,0,1,2,2,T intersection,3,60,Local Road,50-59,Other injury,Bicyclists
T20190017156,9/3/2019,21:30:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,73796,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,40-49,Other injury,Bicyclists
T20190017188,9/2/2019,7:45:00,1,Collision with vehicle,1,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29361,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,40-49,Other injury,Bicyclists
T20190017196,9/6/2019,14:30:00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,584541,2,0,1,0,1,2,2,1,Cross intersection,2,50,Local Road,13-15,Serious injury,Bicyclists
T20190017221,8/27/2019,9:30:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,583717,2,0,0,1,2,3,2,5,Not at intersection,3,40,Local Road,22-25,Other injury,Bicyclists
T20190017228,9/7/2019,7:50:00,1,Collision with vehicle,7,Saturday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,585607,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,30-39,Other injury,Bicyclists
T20190017230,9/6/2019,14:40:00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,658587,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20190017244,7/12/2019,11:30:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,36851,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,22-25,Other injury,Bicyclists
T20190017302,9/8/2019,5:45:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),2,43692,2,0,0,1,1,2,1,2,T intersection,3,50,Arterial Other,50-59,Other injury,Bicyclists
T20190017323,9/8/2019,13:10:00,1,Collision with vehicle,0,Sunday,120,HEAD ON (NOT OVERTAKING),1,658751,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other,22-25,Other injury,Bicyclists
T20190017351,9/6/2019,12:45:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,583725,2,0,1,0,0,1,2,5,Not at intersection,2,60,Arterial Other,50-59,Serious injury,Bicyclists
T20190017386,9/9/2019,12:30:00,2,Struck Pedestrian,1,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,53272,1,0,0,1,1,2,1,2,T intersection,3,40,Local Road,26-29,Not injured,Bicyclists
T20190017393,9/9/2019,13:15:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,596849,1,0,1,0,1,2,1,2,T intersection,2,40,Uknown,30-39,Not injured,Bicyclists
T20190017415,5/29/2019,6:20:00,2,Struck Pedestrian,4,Wednesday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,9,40151,1,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Other,Unknown,Not injured,Bicyclists
T20190017446,9/10/2019,12:58:00,1,Collision with vehicle,2,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,48577,2,0,0,1,1,2,1,1,Cross intersection,3,999,Local Road,22-25,Other injury,Bicyclists
T20190017470,9/10/2019,6:10:00,4,Collision with a fixed object,2,Tuesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,2,584002,1,0,0,1,0,1,2,5,Not at intersection,3,60,Uknown,40-49,Other injury,Bicyclists
T20190017536,8/14/2019,6:25:00,1,Collision with vehicle,3,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,585334,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road,30-39,Other injury,Bicyclists
T20190017589,9/11/2019,17:52:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,36626,2,0,0,1,0,1,2,1,Cross intersection,3,40,Arterial Other,30-39,Other injury,Bicyclists
T20190017593,9/11/2019,18:24:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,3,45567,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,22-25,Serious injury,Bicyclists
T20190017602,9/11/2019,9:00:00,1,Collision with vehicle,3,Wednesday,137,LEFT TURN SIDESWIPE,1,65851,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Other,22-25,Other injury,Bicyclists
T20190017612,9/11/2019,17:20:00,1,Collision with vehicle,3,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,2,664477,2,0,1,0,1,2,1,5,Not at intersection,2,999,Uknown,13-15,Serious injury,Bicyclists
T20190017629,9/11/2019,12:49:00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,37784,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20190017651,9/12/2019,7:23:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,1,584551,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road,60-64,Other injury,Bicyclists
T20190017660,9/12/2019,10:15:00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,594808,2,0,0,1,1,2,1,5,Not at intersection,3,70,Arterial Highway,13-15,Other injury,Bicyclists
T20190017688,9/12/2019,18:12:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,69434,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,50-59,Other injury,Bicyclists
T20190017690,9/12/2019,18:35:00,1,Collision with vehicle,4,Thursday,121,RIGHT THROUGH,3,63987,2,0,0,1,1,2,2,2,T intersection,3,60,Local Road,30-39,Other injury,Bicyclists
T20190017711,9/7/2019,13:00:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,35302,1,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Other,Unknown,Not injured,Bicyclists
T20190017717,9/13/2019,8:17:00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,252226,2,0,0,1,4,5,1,2,T intersection,3,50,Local Road,13-15,Other injury,Bicyclists
T20190017723,9/13/2019,8:07:00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,585617,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other,18-21,Serious injury,Bicyclists
T20190017746,9/4/2019,22:30:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,6,87578,2,0,0,1,0,1,2,5,Not at intersection,3,999,Arterial Other,30-39,Other injury,Bicyclists
T20190017758,9/13/2019,14:00:00,1,Collision with vehicle,5,Friday,121,RIGHT THROUGH,1,43051,2,0,0,1,1,2,2,1,Cross intersection,3,40,Local Road,50-59,Other injury,Bicyclists
T20190017792,9/14/2019,8:45:00,1,Collision with vehicle,6,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,660524,3,0,0,2,1,3,1,5,Not at intersection,3,40,Local Road,60-64,Other injury,Bicyclists
T20190017794,9/14/2019,7:30:00,1,Collision with vehicle,7,Saturday,142,LEAVING PARKING,1,132032,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20190017821,9/10/2019,8:10:00,1,Collision with vehicle,3,Tuesday,143,ENTERING PARKING,1,588972,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,40-49,Other injury,Bicyclists
T20190017827,9/6/2019,8:45:00,1,Collision with vehicle,6,Friday,137,LEFT TURN SIDESWIPE,1,261406,2,0,0,1,1,2,2,4,Multiple intersection,3,999,Arterial Other,40-49,Other injury,Bicyclists
T20190017841,9/14/2019,21:20:00,1,Collision with vehicle,7,Saturday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,3,596090,2,0,1,0,3,4,1,2,T intersection,2,60,Uknown,30-39,Serious injury,Bicyclists
T20190017851,9/15/2019,0:26:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,44469,2,0,1,0,4,5,1,1,Cross intersection,2,60,Arterial Other,18-21,Serious injury,Bicyclists
T20190017928,9/16/2019,8:45:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,585895,1,0,1,0,0,1,1,2,T intersection,2,60,Arterial Highway,40-49,Serious injury,Bicyclists
T20190017969,9/6/2019,18:30:00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,6,605345,2,0,0,1,2,3,2,5,Not at intersection,3,40,Arterial Other,26-29,Other injury,Bicyclists
T20190017970,9/16/2019,15:10:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,49836,2,0,1,0,1,2,1,2,T intersection,2,60,Local Road,13-15,Serious injury,Bicyclists
T20190017976,9/16/2019,16:37:00,1,Collision with vehicle,2,Monday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,585627,2,0,1,0,1,2,1,2,T intersection,2,50,Arterial Highway,30-39,Serious injury,Bicyclists
T20190018009,9/17/2019,6:18:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,41838,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,40-49,Serious injury,Bicyclists
T20190018015,9/17/2019,8:03:00,1,Collision with vehicle,3,Tuesday,143,ENTERING PARKING,1,588711,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road,40-49,Serious injury,Bicyclists
T20190018018,8/23/2019,8:10:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,36644,2,0,0,1,1,2,2,2,T intersection,3,40,Arterial Other,50-59,Other injury,Bicyclists
T20190018022,9/17/2019,9:12:00,1,Collision with vehicle,2,Tuesday,137,LEFT TURN SIDESWIPE,1,36847,2,0,0,1,1,2,1,2,T intersection,3,40,Local Road,40-49,Other injury,Bicyclists
T20190018042,9/16/2019,8:00:00,1,Collision with vehicle,2,Monday,131,LEFT REAR,1,585899,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Other,40-49,Other injury,Bicyclists
T20190018043,9/17/2019,11:45:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,41549,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,60-64,Serious injury,Bicyclists
T20190018045,8/30/2019,18:14:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),2,66426,2,0,1,0,1,2,1,2,T intersection,2,50,Local Road,22-25,Serious injury,Bicyclists
T20190018060,9/16/2019,9:15:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,55242,2,0,0,1,1,2,2,2,T intersection,3,50,Arterial Other,Unknown,Other injury,Bicyclists
T20190018099,9/17/2019,17:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,586186,2,0,0,1,0,1,2,5,Not at intersection,3,40,Arterial Other,26-29,Other injury,Bicyclists
T20190018146,9/17/2019,17:00:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),9,293118,2,0,0,1,1,2,2,1,Cross intersection,3,50,Uknown,40-49,Other injury,Bicyclists
T20190018154,9/10/2019,16:00:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,79156,2,0,1,0,0,1,2,5,Not at intersection,2,60,Arterial Other,65-69,Serious injury,Bicyclists
T20190018163,9/18/2019,8:15:00,1,Collision with vehicle,3,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,589228,2,0,0,1,2,3,1,2,T intersection,3,60,Arterial Highway,22-25,Other injury,Bicyclists
T20190018179,9/18/2019,7:00:00,1,Collision with vehicle,4,Wednesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,38161,2,0,0,1,1,2,2,1,Cross intersection,3,999,Local Road,50-59,Other injury,Bicyclists
T20190018199,9/18/2019,20:30:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,36875,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,22-25,Other injury,Bicyclists
T20190018213,9/11/2019,15:30:00,1,Collision with vehicle,4,Wednesday,112,LEFT FAR (INTERSECTIONS ONLY),1,45499,2,0,0,1,1,2,2,2,T intersection,3,999,Arterial Other,30-39,Other injury,Bicyclists
T20190018252,9/13/2019,7:00:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,612996,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20190018306,9/14/2019,9:32:00,1,Collision with vehicle,7,Saturday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,660422,2,0,0,1,2,3,2,5,Not at intersection,3,888,Arterial Highway,30-39,Not injured,Bicyclists
T20190018329,9/17/2019,10:15:00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,588169,2,0,0,1,2,3,2,5,Not at intersection,3,40,Local Road,30-39,Other injury,Bicyclists
T20190018340,9/3/2019,19:45:00,8,No collision and no object struck,3,Tuesday,170,OFF CARRIAGEWAY TO LEFT,6,40956,2,0,0,1,1,2,2,2,T intersection,3,60,Local Road,50-59,Other injury,Bicyclists
T20190018355,9/19/2019,8:00:00,1,Collision with vehicle,5,Thursday,112,LEFT FAR (INTERSECTIONS ONLY),1,588173,2,0,0,1,1,2,2,2,T intersection,3,999,Local Road,40-49,Other injury,Bicyclists
T20190018406,9/21/2019,6:54:00,1,Collision with vehicle,7,Saturday,132,RIGHT REAR.,1,41385,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,50-59,Serious injury,Bicyclists
T20190018435,6/12/2019,20:30:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,36992,1,0,0,1,0,1,2,1,Cross intersection,3,40,Freeway,40-49,Other injury,Bicyclists
T20190018490,9/22/2019,13:17:00,1,Collision with vehicle,0,Sunday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,627037,2,0,1,0,1,2,2,5,Not at intersection,2,999,Local Road,13-15,Serious injury,Bicyclists
T20190018494,9/22/2019,10:50:00,1,Collision with vehicle,1,Sunday,142,LEAVING PARKING,1,588187,2,0,0,1,1,2,2,5,Not at intersection,3,40,Local Road,26-29,Other injury,Bicyclists
T20190018531,9/23/2019,8:45:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,588447,2,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,60-64,Serious injury,Bicyclists
T20190018536,8/27/2019,17:00:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,53302,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,26-29,Serious injury,Bicyclists
T20190018632,9/24/2019,16:45:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,40053,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other,22-25,Serious injury,Bicyclists
T20190018641,9/24/2019,8:20:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,588455,2,0,0,1,1,2,2,9,Unknown,3,60,Arterial Other,30-39,Other injury,Bicyclists
T20190018642,9/24/2019,18:50:00,1,Collision with vehicle,3,Tuesday,149,OTHER MANOEUVRING NOT INCLUDED IN DCAs 140-148,3,660595,2,0,0,1,2,3,1,5,Not at intersection,3,888,Local Road,30-39,Other injury,Bicyclists
